Unnamed: 0,speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_15,cluster_2,cluster_1,cluster_4,cluster_12,cluster_0,cluster_9,cluster_5,cluster_14,cluster_8,cluster_10,cluster_17,cluster_3,cluster_11,cluster_7,cluster_6,cluster_13,cluster_16,cluster_15_p,cluster_2_p,cluster_1_p,cluster_4_p,cluster_12_p,cluster_0_p,cluster_9_p,cluster_5_p,cluster_14_p,cluster_8_p,cluster_10_p,cluster_17_p,cluster_3_p,cluster_11_p,cluster_7_p,cluster_6_p,cluster_13_p,cluster_16_p,n
80137,44041901,440005638,STEVENSON,JOHN,S,KY,M,D,,voting,18760121,1812-05-04,1812,1876,64,0.0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3757,44048690,440005708,JOYCE,CHARLES,H,VT,M,R,1.0,voting,18760121,1830-01-30,1830,1876,46,0.0,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9079,44047040,440013158,CHITTENDEN,SIMEON,H,NY,M,I,3.0,voting,18760219,1814-03-29,1814,1876,62,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10827,44043141,440015607,MORTON,OLIVER,S,IN,M,R,,voting,18760229,1823-08-04,1823,1876,53,0.0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
85954,44075440,440036765,CANNON,JOSEPH,H,IL,M,R,14.0,voting,18760504,1836-05-07,1836,1876,40,0.0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
85956,44075440,440036768,CANNON,JOSEPH,H,IL,M,R,14.0,voting,18760504,1836-05-07,1836,1876,40,0.0,10,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
86140,44075440,440038646,CANNON,JOSEPH,H,IL,M,R,14.0,voting,18760516,1836-05-07,1836,1876,40,0.0,11,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.55,0.1,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
27825,44062000,440039710,DANFORD,LORENZO,H,OH,M,R,16.0,voting,18760520,1829-10-18,1829,1876,47,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
28244,44062000,440040262,DANFORD,LORENZO,H,OH,M,R,16.0,voting,18760523,1829-10-18,1829,1876,47,0.0,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
40082,44044680,440057144,LANE,LA,H,OR,M,D,1.0,voting,18760630,1842-11-12,1842,1876,34,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
87709,44046780,440062177,WILLIAMS,JAMES,H,DE,M,D,0.0,voting,18760714,1825-08-04,1825,1876,51,0.0,3,0,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06,0.0,0.9,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
45665,44041021,440064565,CRAGIN,AARON,S,NH,M,R,,voting,18760719,1821-02-03,1821,1876,55,0.0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
87991,44048500,440068867,HARRIS,BENJAMIN,H,MA,M,R,2.0,voting,18760729,1823-11-10,1823,1876,53,0.0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
48843,44046710,440068919,WALSH,WILLIAM,H,MD,M,D,6.0,voting,18760729,1828-05-11,1828,1876,48,0.0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
49076,44052681,440069262,EDMUNDS,GEORGE,S,VT,M,R,,voting,18760801,1828-02-01,1828,1876,48,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
51122,44052681,440072082,EDMUNDS,GEORGE,S,VT,M,R,,voting,18760805,1828-02-01,1828,1876,48,5.087679983666811e-09,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
51820,44052681,440073030,EDMUNDS,GEORGE,S,VT,M,R,,voting,18760807,1828-02-01,1828,1876,48,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
51827,44052681,440073037,EDMUNDS,GEORGE,S,VT,M,R,,voting,18760807,1828-02-01,1828,1876,48,1.9387940966780816e-15,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
51831,44052681,440073041,EDMUNDS,GEORGE,S,VT,M,R,,voting,18760807,1828-02-01,1828,1876,48,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
92254,44052681,440073043,EDMUNDS,GEORGE,S,VT,M,R,,voting,18760807,1828-02-01,1828,1876,48,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
92269,44043201,440073448,OGLESBY,RICHARD,S,IL,M,R,,voting,18760807,1824-07-25,1824,1876,52,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
54721,44044991,440076969,RANDOLPH,THEODORE,S,NJ,M,D,,voting,18760811,1826-06-24,1826,1876,50,0.0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
57223,44044171,440080396,BURNSIDE,AMBROSE,S,RI,M,R,,voting,18760815,1824-05-23,1824,1876,52,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
92410,44055250,440080968,WHITTHORNE,WASHINGTON,H,TN,M,D,7.0,voting,18760815,1825-04-19,1825,1876,51,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
61915,44042101,440087261,WRIGHT,GEORGE,S,IA,M,R,,voting,18770104,1820-03-24,1820,1877,57,0.0,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
90826,45048170,450028970,CANNON,GEORGE,H,UT,M,R,-1.0,nonvoting,18780225,1827-01-11,1827,1878,51,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
92613,45063521,450064151,MORGAN,JOHN,S,AL,M,D,,voting,18780515,1824-06-20,1824,1878,54,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
93529,45063481,450099275,MITCHELL,JOHN,S,OR,M,R,,voting,18790110,1835-06-22,1835,1879,44,0.0,0,0,6,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
70359,45046360,450103067,POLLARD,HENRY,H,MO,M,R,10.0,voting,18790122,1836-06-14,1836,1879,43,0.0,2,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
83182,45043421,450123075,SARGENT,AARON,S,CA,M,R,,voting,18790226,1827-09-28,1827,1879,52,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8168,46061251,460011143,MORRILL,JUSTIN,S,VT,M,R,,voting,18790428,1810-04-14,1810,1879,69,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
46002,46051641,460065668,INGALLS,JOHN,S,KS,M,R,,voting,18800312,1833-12-29,1833,1880,47,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
47037,46047560,460067365,MCMAHON,JOHN,H,OH,M,D,3.0,voting,18800317,1833-02-19,1833,1880,47,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
60887,46048940,460087093,MORTON,LEVI,H,NY,M,R,11.0,voting,18800422,1824-05-16,1824,1880,56,0.0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
82661,46054591,460118833,MCPHERSON,JOHN,S,NJ,M,D,,voting,18800609,1833-05-09,1833,1880,47,0.0009291935855271,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
82662,46054591,460118835,MCPHERSON,JOHN,S,NJ,M,D,,voting,18800609,1833-05-09,1833,1880,47,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
83129,46051161,460119581,BROWN,JOSEPH,S,GA,M,D,,voting,18800610,1821-04-15,1821,1880,59,0.0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
88455,46049690,460127769,CALKINS,WILLIAM,H,IN,M,R,10.0,voting,18801215,1842-02-18,1842,1880,38,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9011,47048840,470015736,MCCOOK,ANSON,H,NY,M,R,8.0,voting,18820124,1835-10-10,1835,1882,47,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10376,47053410,470017984,THOMAS,JOHN,H,IL,M,R,18.0,voting,18820131,1846-10-11,1846,1882,36,0.0,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
12125,47053660,470020595,BAYNE,THOMAS,H,PA,M,R,23.0,voting,18820203,1836-06-14,1836,1882,46,0.0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
147634,47051560,470031912,HAMMOND,NATHANIEL,H,GA,M,D,5.0,voting,18820303,1833-12-26,1833,1882,49,0.0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
147904,47051560,470035147,HAMMOND,NATHANIEL,H,GA,M,D,5.0,voting,18820310,1833-12-26,1833,1882,49,0.0,1,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
148627,47055671,470048301,CAMERON,JAMES,S,PA,M,R,,voting,18820406,1833-05-14,1833,1882,49,4.300149212712064e-08,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
148683,47055671,470049254,CAMERON,JAMES,S,PA,M,R,,voting,18820410,1833-05-14,1833,1882,49,3.348807297345305e-08,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
160407,47049690,470058948,CALKINS,WILLIAM,H,IN,M,R,13.0,voting,18820429,1842-02-18,1842,1882,40,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
150269,47049100,470068433,RICE,THERON,H,MO,M,N,7.0,voting,18820519,1829-09-21,1829,1882,53,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
44434,47054591,470070131,MCPHERSON,JOHN,S,NJ,M,D,,voting,18820524,1833-05-09,1833,1882,49,0.0,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10416666666666667,0.0,0.8958333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
44438,47054591,470070135,MCPHERSON,JOHN,S,NJ,M,D,,voting,18820524,1833-05-09,1833,1882,49,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
44440,47054591,470070139,MCPHERSON,JOHN,S,NJ,M,D,,voting,18820524,1833-05-09,1833,1882,49,0.0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
44452,47054591,470070153,MCPHERSON,JOHN,S,NJ,M,D,,voting,18820524,1833-05-09,1833,1882,49,1.7595752797919905e-12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
44460,47054591,470070166,MCPHERSON,JOHN,S,NJ,M,D,,voting,18820524,1833-05-09,1833,1882,49,0.0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
44462,47054591,470070169,MCPHERSON,JOHN,S,NJ,M,D,,voting,18820524,1833-05-09,1833,1882,49,0.0001805899842557,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
150441,47055671,470070173,CAMERON,JAMES,S,PA,M,R,,voting,18820524,1833-05-14,1833,1882,49,2.2297980424962304e-16,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
44465,47051751,470070174,LOGAN,JOHN,S,IL,M,R,,voting,18820524,1826-02-09,1826,1882,56,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
150447,47048901,470070209,MILLER,JOHN,S,CA,M,R,,voting,18820524,1831-11-21,1831,1882,51,0.0,4,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
150449,47048901,470070213,MILLER,JOHN,S,CA,M,R,,voting,18820524,1831-11-21,1831,1882,51,0.0,2,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04081632653061224,0.061224489795918366,0.8979591836734694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
150452,47048901,470070219,MILLER,JOHN,S,CA,M,R,,voting,18820524,1831-11-21,1831,1882,51,3.0694687048049954e-20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
44498,47061591,470070222,VEST,GEORGE,S,MO,M,D,,voting,18820524,1830-12-06,1830,1882,52,0.0,4,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851063829787234,0.02127659574468085,0.8936170212765957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
44499,47061591,470070224,VEST,GEORGE,S,MO,M,D,,voting,18820524,1830-12-06,1830,1882,52,2.1509951063100922e-15,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
44500,47061591,470070226,VEST,GEORGE,S,MO,M,D,,voting,18820524,1830-12-06,1830,1882,52,1.223491207079156e-09,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
150455,47048901,470070227,MILLER,JOHN,S,CA,M,R,,voting,18820524,1831-11-21,1831,1882,51,7.537178359091127e-05,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
44501,47061591,470070228,VEST,GEORGE,S,MO,M,D,,voting,18820524,1830-12-06,1830,1882,52,0.0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
44503,47051751,470070231,LOGAN,JOHN,S,IL,M,R,,voting,18820524,1826-02-09,1826,1882,56,0.0,4,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,0.03333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
44505,47051751,470070235,LOGAN,JOHN,S,IL,M,R,,voting,18820524,1826-02-09,1826,1882,56,7.300495621116131e-11,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
44507,47054591,470070238,MCPHERSON,JOHN,S,NJ,M,D,,voting,18820524,1833-05-09,1833,1882,49,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
