word,participant,hit_ID,status,score,senseID,Word1_freq,Word2_freq,Cpd_freq,literal_meaning
diamond_wedding_1,participant208,16W02Q59N8CQL0XY79EAG6BFAIHG3W,accepted,1,,16,33,0,no
diamond_wedding_1,participant130,11ALUIAYBDLZDJF2AWL6Q5OBJFL1KT,accepted,0,,16,33,0,no
diamond_wedding_1,participant172,18H3GYKIYN3ESS5HTLUQ5JG5H1Q040,accepted,2,,16,33,0,no
diamond_wedding_1,participant134,1DQOMDO8HAVT2R0CBO9X3G4PAAVVUE,accepted,2,,16,33,0,no
diamond_wedding_1,participant170,1QY7N26B0L5T5EVEQP51R7PK8CUKD8,accepted,0,,16,33,0,no
diamond_wedding_1,participant45,1RQ5ZRSYE9FUQZJ1ISIXL8KCC270Y3,accepted,4,,16,33,0,no
diamond_wedding_1,participant5,177BAIOT9N9AQ0C2ZDT7R0IG3NF0LN,accepted,1,,16,33,0,no
diamond_wedding_1,participant87,1V7QAPWV0C7APJV32MIBC6NVXOIVMC,accepted,1,,16,33,0,no
diamond_wedding_1,participant202,1A9FV5BR66OEDDEWVSRILFKH13GO3X,accepted,1,,16,33,0,no
diamond_wedding_1,participant191,19YRH1PDWUYMDLAP2DNSXTNY0IPBRW,accepted,0,,16,33,0,no
diamond_wedding_1,participant150,1YM3U5O8T2E4W3BCLQF2Q92H2EK21R,accepted,2,,16,33,0,no
diamond_wedding_1,participant159,1PVQAKPDYJCWHY55SF69XSSHL4KGKO,accepted,1,,16,33,0,no
acid_test_2,participant142,16QBEAOHXDIQ238DCTJTAH5FVC6SWE,accepted,5,1,30,701,112,yes
acid_test_2,participant185,1EUJBM7DDWXBCO7C4LBHI16Y2LC7S6,accepted,5,1,30,701,112,yes
acid_test_2,participant38,1GYRVQQQYO741C2E6CTNOQ21UVQIAQ,accepted,5,1,30,701,112,yes
acid_test_2,participant245,1GJLZIR182L5FXRCU8EJV217PT8JB8,accepted,4,1,30,701,112,yes
acid_test_2,participant115,1OJIVLQ9VRI4VAO2WSHUBL5OYSG0JE,accepted,4,1,30,701,112,yes
acid_test_2,participant141,1J0JRT2TGOB9KDQ36U2JJJREIC6HT1,accepted,4,1,30,701,112,yes
acid_test_2,participant262,1LJIIJ3J7JKIDLOMHR23Q0FB67MJ7Z,accepted,1,1,30,701,112,yes
acid_test_2,participant125,150E1A7GY8ARR1ZGTQ6HX2OMNNN7UM,accepted,5,2,30,701,112,yes
acid_test_2,participant87,1O4WK76B392LK2JJTQOPYINI5V8PO1,accepted,5,1,30,701,112,yes
acid_test_2,participant2,1KUSOJ32ZLQXVMR4SO9SDS2UP59SSA,accepted,3,1,30,701,112,yes
acid_test_2,participant107,1BC2H5SFE5G5B3FHSCLXKCD4SWOGIX,accepted,4,1,30,701,112,yes
acid_test_2,participant41,1SY2XKZA6SS8EBXBUHBLHVEBH0KXPN,accepted,5,1,30,701,112,yes
acid_test_2,participant256,1CYDQ7GL6IT45HRU0UB2OE1MVQTAHO,accepted,5,1,30,701,112,yes
acid_test_2,participant171,1ZHSS3T6JAB1U9CE9SXWO3OA5RTTN7,accepted,5,1,30,701,112,yes
acid_test_2,participant15,12O6XHANXOD7SLIS376ZXZL2LSPZL1,accepted,1,1,30,701,112,yes
acid_test_2,participant96,1QXRJ9MGOOLNCYZMHTPCL3MC899GWW,accepted,4,1,30,701,112,yes
acid_test_2,participant37,1XNPDU4WPQKOO78SVW5O4FYQG3Y632,accepted,5,1,30,701,112,yes
acid_test_2,participant227,1Z4GT3MA69T5AZOU7VGSN2KY2R77D0,accepted,5,1,30,701,112,yes
acid_test_2,participant172,1QKN3M95Z6HPSVIDRSDD25FPVQ62OS,accepted,2,1,30,701,112,yes
acid_test_2,participant130,1GCWE0VI4270WNMKOUEN0RH18KSAJS,accepted,2,1,30,701,112,yes
acid_test_2,participant170,1F0BH3GU536OPJKVU46S0F4V6R2YDG,accepted,4,1,30,701,112,yes
acid_test_2,participant134,1QHG2O2T5IKUWIUNZPUMRDX53SI0M2,accepted,4,1,30,701,112,yes
acid_test_2,participant28,1BTKC8DRCUAZ1882BAXU2FCDS8EHFK,accepted,5,1,30,701,112,yes
acid_test_2,participant68,1DYXLB2AIQDZ3PC9RWRJL5TYAQY62T,accepted,3,1,30,701,112,yes
acid_test_2,participant228,1MFHWWQ3PX9963RWVAA7EKQWU4Z46S,accepted,2,1,30,701,112,yes
acid_test_2,participant56,1S201ZWRENDSPO7ZZSATZHYWQJSA51,accepted,5,1,30,701,112,yes
acid_test_2,participant76,1JG997T49KCJ4JOLFR6Q5ONNJS6F6L,accepted,4,1,30,701,112,yes
acid_test_2,participant202,15EEM2YKBDAIWLFZC59ZJHMAYRV0OD,accepted,4,1,30,701,112,yes
acid_test_2,participant191,1W2ZRI0ZQ0G9TPUPFNSKMO9E4TVFO7,rejected,2,1,30,701,112,yes
acid_test_2,participant159,1AKP62RVR267V6QXBG26GFMF3RMI52,accepted,3,1,30,701,112,yes
melting_pot_1,participant142,1TAAAS7VOUSWOMTUTHDJYUHYJVI94Y,accepted,2,1,22,473,608,yes
melting_pot_1,participant170,1G2UM3FLLRXM6ZAPOLB0HOK267YD6Z,accepted,1,1,22,473,608,yes
melting_pot_1,participant28,1GPBKUBLA8G7S7MXE6AGATYMA6N73Q,accepted,0,1,22,473,608,yes
melting_pot_1,participant185,1JUNTLV8AWCSYWOSK87TU9RAUMZCHY,accepted,0,1,22,473,608,yes
melting_pot_1,participant107,1I0M0VFTA914HK8LL3VANJF73OXEXO,accepted,0,1,22,473,608,yes
melting_pot_1,participant262,14FUIM8EWSQPATG21EA30E7WFOR6MH,accepted,0,1,22,473,608,yes
melting_pot_1,participant115,1SL3RW5I058F7PQKQ7Y2499Q42AGO9,accepted,2,1,22,473,608,yes
melting_pot_1,participant75,16UG3QIZFSIE1O80X4JOK70J9FMWR3,accepted,1,1,22,473,608,yes
melting_pot_1,participant141,1Z17E7XY6DDZV9X0V6W1VKCNEZ4O41,accepted,2,1,22,473,608,yes
melting_pot_1,participant125,1DN0PL9KT5SSJ3T1DQB9QRW6BXIJQ1,accepted,0,1,22,473,608,yes
melting_pot_1,participant245,1KYXDZXKH0QLU7RRDZ9NNIXY33ESRA,accepted,1,1,22,473,608,yes
melting_pot_1,participant244,10M8822P0T40E0FNBQ9M4SM58FF0NJ,accepted,1,1,22,473,608,yes
melting_pot_1,participant256,1I37C8V8N15TMF80MLJVK4VICVZZEP,accepted,4,1,22,473,608,yes
melting_pot_1,participant87,1X4W8CDHKUI1XJ4VPPFNXT5HTGNUQM,accepted,0,1,22,473,608,yes
melting_pot_1,participant96,1W6CBQLEX5Z0OACINOQEMMAADNLP18,accepted,2,1,22,473,608,yes
melting_pot_1,participant17,1ZBWUVMLDICK8SA3N626ZTO6H6OCN4,accepted,0,1,22,473,608,yes
melting_pot_1,participant227,1ZNHIN8HTUPFPYBTAGQHMRRL3SL90K,accepted,0,1,22,473,608,yes
melting_pot_1,participant46,1TAAAS7VOUSWOMTUTHDJYUHYK5I94J,accepted,2,1,22,473,608,yes
melting_pot_1,participant172,1X9M5I4SH4QA6M91SPY9PQW6PBR57A,accepted,0,1,22,473,608,yes
melting_pot_1,participant182,1ZVT5PTDZ09E60EK2UQF3QS10V8588,accepted,3,1,22,473,608,yes
melting_pot_1,participant131,18XP0KZHTABU2EEOAXOGDKCONOB1ZS,accepted,0,1,22,473,608,yes
melting_pot_1,participant228,1PB5BZGYJ9PO3SZV0YKMTFXR1VWDGH,accepted,0,1,22,473,608,yes
melting_pot_1,participant56,1MOAGYC6TX2O5EWZ83GTNNIIL1EQP9,accepted,3,1,22,473,608,yes
melting_pot_1,participant5,1XW64YOKIPV6HG0H1YETPIN3HJOUWE,accepted,2,1,22,473,608,yes
melting_pot_1,participant66,12NQIIHGRBKFQ7V5JI91WXX4YMJ9SQ,accepted,0,1,22,473,608,yes
melting_pot_1,participant171,1FMFT6A6CB4X4H5KG73SYMOFLVGEB7,accepted,0,1,22,473,608,yes
melting_pot_1,participant78,1QLPJSJFXQMV68GSGU675JMH9EOYTZ,accepted,1,1,22,473,608,yes
melting_pot_1,participant150,1E66KVK5MHIQCHS3X12Z1DRLL60Z3P,rejected,3,1,22,473,608,yes
melting_pot_1,participant191,1ZOZJSWL13E46UEMB94TLU13MFLUF1,rejected,5,1,22,473,608,yes
melting_pot_1,participant159,1EYO021VVBXZB97ZPWBCSR12HTZ7R9,rejected,3,1,22,473,608,yes
silver_screen_1,participant170,1IBIK106S4ZBSLRGOB2MOTUHLPY38C,accepted,5,2,34,70,228,yes
